response,longitude,latitude,human_pop_density_log10,croplands_all_categories,managed_pasture_and_rangeland,precipitation_inFall,precipitation_spring,precipitation_summer,precipitation_winter,primary_forest_areas,primary_non.forest_areas,secondary_forest_areas,secondary_non.forest_areas,relative_humidity_inFall,relative_humidity_spring,relative_humidity_summer,relative_humidity_winter,temperature_inFall,temperature_spring,temperature_summer,temperature_winter
1,13.25,45.75,5.2704119682312,0.356355220079422,0.0412220694124699,2.36206412315369,2.23623776435852,1.49047231674194,1.92101120948792,0,0,0.153487205505371,0,73.6827545166016,75.2041015625,65.7175903320312,79.5870132446289,12.6456747055054,11.5466651916504,21.1771068572998,3.72231435775757
1,-4.25,41.25,4.47285652160645,0.417516738176346,0.212718784809113,2.43034219741821,2.65819406509399,0.557659268379211,2.28899621963501,0,0.203576639294624,0,0.165422096848488,65.2617111206055,76.9207382202148,48.1490287780762,84.0487747192383,12.9989767074585,9.72283363342285,21.0018653869629,3.78045034408569
1,-1.25,39.25,4.65901851654053,0.310004234313965,0.221533939242363,1.67137181758881,1.70963037014008,0.366944134235382,1.45354402065277,0,0.311071425676346,0,0.156826332211494,65.2221527099609,63.5362739562988,48.3259353637695,74.059211730957,15.6653280258179,12.9512062072754,23.7449169158936,6.56130361557007
1,-5.75,38.75,4.93217992782593,0.38936710357666,0.303072065114975,2.14433836936951,1.915487408638,0.132668301463127,2.2682101726532,0,0.0891233012080193,0,0.212749555706978,56.5039978027344,67.9372482299805,33.0953369140625,80.7295989990234,17.7939186096191,14.1114339828491,26.6020450592041,7.56554555892944
1,-4.75,40.25,4.78407096862793,0.25842946767807,0.260276585817337,2.90717530250549,3.27190518379211,0.567994058132172,2.94338750839233,0,0.325346291065216,0,0.152448117733002,64.0502166748047,74.3354034423828,41.8680114746094,83.5112380981445,13.6351156234741,10.5579061508179,22.2154674530029,4.35608339309692
1,-6.25,37.25,5.55080413818359,0.497362405061722,0.229107543826103,1.38908302783966,1.20852982997894,0.0370909236371517,1.8779194355011,0,0.155880719423294,0,0.0943705663084984,58.3164405822754,63.3582382202148,38.4728164672852,76.1199340820312,19.8665409088135,16.6140689849854,27.5463199615479,10.6308326721191
1,-2.75,36.75,5.23159646987915,0.0882803648710251,0.0269129797816277,2.36506390571594,1.60236096382141,0.196086779236794,2.66162061691284,0,0.368141412734985,0,0.0306257680058479,70.3109664916992,69.8108215332031,57.9380798339844,75.0067825317383,17.2514381408691,13.8210287094116,22.8928470611572,9.72563076019287
1,-8.25,37.75,4.66332197189331,0.383946448564529,0.306163340806961,1.75882399082184,1.4269061088562,0.104922600090504,2.09121513366699,0,0.191897988319397,0,0.110195353627205,65.6624145507812,71.3237762451172,54.7083396911621,77.6985092163086,18.8435916900635,15.641077041626,23.4385929107666,11.591516494751
1,-4.75,39.75,4.93167161941528,0.430901497602463,0.24165053665638,1.55645656585693,1.62049531936646,0.107004269957542,1.86267721652985,0,0.233026877045631,0,0.0896108224987984,58.1748466491699,67.5289535522461,33.7236671447754,79.7997360229492,16.0181217193604,12.8404579162598,25.2831058502197,6.15850210189819
1,4.25,44.25,5.19312334060669,0.16003505885601,0.110725052654743,3.01058602333069,2.60892152786255,1.35675537586212,3.04000115394592,0,0,0.722151279449463,0,74.1786041259766,75.289192199707,58.9463272094727,82.8178176879883,12.6187076568604,10.9328145980835,20.4835548400879,4.28080654144287
1,-0.75,40.75,4.06043386459351,0.251111388206482,0.234951809048653,2.96769952774048,3.26028895378113,1.29650235176086,2.06147789955139,0,0.33743941783905,0,0.176062926650047,68.8554763793945,70.1444091796875,52.7053489685059,78.7238159179688,13.4079627990723,10.8119649887085,21.5620975494385,4.41484975814819
1,18.25,42.75,5.0601658821106,0.174202561378479,0.407616704702377,3.20409321784973,2.42834115028381,0.865768432617188,3.85954761505127,4.13967443657626e-10,0,0.256130993366241,0,72.3188781738281,75.5730819702148,63.9036178588867,77.5972747802734,14.5085287094116,11.8763160705566,21.7652835845947,5.60823965072632
1,-1.25,41.25,4.58710098266602,0.379276245832443,0.229659795761108,1.77698767185211,2.29607725143433,0.713983058929443,1.48195338249207,0,0.225983753800392,0,0.164387851953506,64.3529968261719,68.1951065063477,47.6457557678223,78.4045715332031,13.5468997955322,10.8608951568604,21.9297313690186,4.23539638519287
1,-9.25,39.25,5.38211584091187,0.253621429204941,0.20501446723938,2.46587681770325,1.78020465373993,0.235991939902306,2.67445874214172,5.86237001698464e-06,0,0.221170365810394,0,70.8922958374023,72.9029769897461,70.1726303100586,75.1306838989258,18.3760414123535,15.4933309555054,20.8626441955566,12.5606632232666
1,-3.25,40.75,5.39025020599365,0.387814819812775,0.243385404348373,1.66931438446045,2.04362988471985,0.33804115653038,1.84960305690765,0,0.159322425723076,0,0.196642190217972,62.4574661254883,70.9520034790039,43.0740814208984,81.3343963623047,13.5174703598022,10.5352516174316,22.0859508514404,3.99659633636475
1,-0.25,41.25,4.70273065567017,0.448320299386978,0.0708320215344429,1.76866841316223,1.91305959224701,0.538163840770721,1.31675088405609,0,0.17382575571537,0,0.305210590362549,63.2565765380859,63.2698860168457,46.7444038391113,73.1374588012695,15.6354713439941,13.1587562561035,24.2436561584473,6.29476308822632
1,18.25,49.25,5.29347848892212,0.140724539756775,0.0725062116980553,2.2946720123291,2.95141673088074,3.02954125404358,2.43127751350403,0,0,0.772736966609955,0,83.0198135375977,83.6509017944336,77.6228790283203,94.5962753295898,8.06670570373535,7.7963399887085,17.0753116607666,-2.58089804649353
1,-0.75,39.75,5.35287094116211,0.263322502374649,0.149625360965729,1.53407907485962,1.56745088100433,0.430952429771423,1.19173848628998,0,0.447370111942291,0,0.126246899366379,67.3595581054688,66.1161346435547,57.4283409118652,71.5146789550781,16.3276805877686,13.4426612854004,22.9931678771973,7.97680044174194
1,17.75,47.75,5.44793319702148,0.560154616832733,0.136983171105385,1.60732591152191,1.94423389434814,1.50746619701385,1.71433913707733,0,0.00434735510498285,0,0.28078630566597,73.362174987793,77.3584671020508,63.1350784301758,89.4941635131836,10.9766273498535,10.6478309631348,20.863468170166,-0.290218085050583
1,19.75,43.75,5.14957189559937,0.205634251236916,0.146503821015358,3.35261940956116,4.2944769859314,2.39440822601318,3.5614230632782,0.017375510185957,0,0.620330572128296,0,78.8572616577148,81.1310577392578,67.4005355834961,92.8808441162109,9.9181661605835,8.79469203948975,18.4439640045166,-0.570471167564392
1,-4.25,38.75,4.92018508911133,0.450529724359512,0.299442201852798,1.73195493221283,1.93648791313171,0.15386837720871,2.23945069313049,0,0.0856135040521622,0,0.159659251570702,56.4669227600098,68.3400421142578,31.420524597168,80.2646484375,16.7794933319092,13.0064735412598,26.1181678771973,6.4372296333313
1,-5.25,38.75,4.61564970016479,0.367829263210297,0.359209030866623,2.13746070861816,2.03628516197205,0.149341329932213,2.40840530395508,0,0.073094867169857,0,0.179240077733994,57.1014785766602,68.9598770141602,32.6924896240234,81.2462463378906,17.326847076416,13.6300802230835,26.3664283752441,7.09639883041382
1,9.75,46.25,5.02121019363403,0.016819953918457,0.274596810340881,3.55798363685608,4.93834114074707,5.37030553817749,2.69891428947449,0,0,0.655131995677948,0,83.54736328125,86.7727203369141,79.4847412109375,89.686767578125,5.4396505355835,4.33234071731567,13.322340965271,-3.14568686485291
1,-1.25,37.75,5.64710330963135,0.34688812494278,0.100369460880756,1.07523989677429,0.800967872142792,0.0922049283981323,1.16991603374481,0,0.274993240833282,0,0.157883271574974,65.9591598510742,63.4757308959961,55.3852996826172,70.151985168457,19.1756019592285,15.8416080474854,25.1449222564697,10.863356590271
1,-2.25,42.25,5.31529140472412,0.265133142471313,0.219395563006401,1.64824557304382,2.41731333732605,0.966173768043518,1.8556170463562,0.000561360677238554,0,0.501124024391174,0,69.7437057495117,76.249626159668,63.2644348144531,82.9499740600586,12.8998355865479,10.1710958480835,19.4865055084229,4.2897686958313
1,8.75,46.25,5.26545524597168,0.044721458107233,0.154712170362473,3.45475602149963,4.16098976135254,4.27155351638794,2.95702934265137,0,0,0.754985451698303,0,81.7443923950195,84.2071533203125,76.4524841308594,89.6533355712891,6.03998231887817,5.05699062347412,14.0499105453491,-2.7109842300415
1,16.75,40.75,5.54809284210205,0.463487595319748,0.267237335443497,2.09916496276855,1.82691705226898,0.732304036617279,2.33129334449768,0,4.56529000411235e-16,0,0.25749596953392,66.6210327148438,70.4193801879883,46.0501899719238,78.8935012817383,17.8419628143311,14.3849020004272,26.1623363494873,8.2377462387085
1,9.75,45.75,5.99306392669678,0.199625700712204,0.0769748166203499,2.25321793556213,3.23846673965454,2.87619805335999,1.71760678291321,0,0,0.645602822303772,0,76.3674774169922,79.7394638061523,71.301399230957,82.2310028076172,8.68368911743164,7.93726015090942,16.9912052154541,0.284773766994476
1,0.25,41.75,4.85579442977905,0.468419790267944,0.251771092414856,0.549393892288208,0.765477061271667,0.166900917887688,0.574908196926117,0,0.026348976418376,0,0.248930260539055,59.9630813598633,60.1284103393555,44.1442527770996,69.7214279174805,15.8843936920166,13.4759464263916,24.6461429595947,6.51195669174194
1,-6.25,39.75,4.67381238937378,0.141280069947243,0.278949826955795,1.50930297374725,1.29408645629883,0.0583856515586376,1.85089445114136,0,0.390993654727936,0,0.181316390633583,58.4010314941406,67.3939819335938,36.5130195617676,80.2698745727539,17.2453861236572,14.0797462463379,25.9225196838379,7.56278896331787
1,17.25,43.25,5.06560850143433,0.16267266869545,0.170412242412567,2.67104601860046,1.94193994998932,0.626696825027466,3.33271384239197,8.67361737988404e-19,0,0.408106476068497,0,69.4701461791992,73.1342697143555,64.5714721679688,73.0273818969727,16.1789894104004,13.1568031311035,22.8463878631592,7.6679220199585
1,-2.75,39.75,4.60435342788696,0.615489304065704,0.284761935472488,1.14835107326508,1.3325080871582,0.12232469022274,1.25761270523071,0,0.0002657582226675,0,0.0974164009094238,57.5669555664062,62.5014686584473,34.4164772033691,76.4659271240234,15.7547750473022,12.6961307525635,25.1188297271729,5.65289735794067
1,-6.25,42.75,4.54316806793213,0.0915095508098602,0.0698768049478531,3.40642023086548,3.97624540328979,1.50383579730988,3.96781992912292,0.00371066736988723,0,0.833201766014099,0,79.4607162475586,82.8806762695312,71.6103057861328,89.6549072265625,11.0462684631348,8.65063858032227,16.8142032623291,3.71738076210022
1,2.75,42.75,5.47103071212769,0.15129466354847,0.0891925841569901,2.40746521949768,2.4819507598877,0.747740209102631,2.00182437896729,0,0,0,0.736991465091705,73.3224792480469,74.3418045043945,63.3320503234863,76.9415664672852,14.3898658752441,11.851016998291,20.841739654541,6.61280727386475
1,-6.75,39.75,4.47016525268555,0.121139451861382,0.384553253650665,1.83324992656708,1.65537619590759,0.118342585861683,2.2272036075592,0,0.270241677761078,0,0.221020504832268,59.8059196472168,69.4963150024414,39.635082244873,81.2207565307617,17.1382083892822,13.899733543396,25.2819957733154,7.65249013900757
1,-2.25,37.25,4.83817768096924,0.147894009947777,0.0493454448878765,1.56292700767517,1.19697570800781,0.139329671859741,1.7403472661972,0,0.684679806232452,0,0.116389721632004,66.7125701904297,65.580924987793,54.1830215454102,72.2539367675781,17.9399662017822,14.6045064926147,24.1213111877441,9.7782735824585
1,4.75,43.75,5.68177843093872,0.229035332798958,0.134378165006638,1.55087172985077,1.26532244682312,0.288170218467712,1.70215284824371,0,0,0,0.580193400382996,66.5135345458984,68.5914077758789,50.0154266357422,75.6264724731445,14.9881734848022,13.0886878967285,23.1431217193604,6.42047548294067
1,-8.75,40.25,5.3471040725708,0.138783514499664,0.11542422324419,2.94704389572144,2.23507261276245,0.324744343757629,3.19254946708679,1.23790878205909e-05,0,0.447774052619934,0,71.2033233642578,74.9002685546875,64.3127899169922,80.2944030761719,17.0563907623291,14.2818546295166,21.2335033416748,10.3878927230835
1,-4.25,36.75,5.84037446975708,0.225223734974861,0.0745058879256248,2.05999970436096,1.75391781330109,0.128132909536362,2.86519694328308,0,0.145887762308121,0,0.0833852291107178,66.7982711791992,69.2639999389648,45.0581855773926,81.2407608032227,16.6509437561035,13.4000282287598,24.2414493560791,7.8323712348938
1,8.25,45.25,5.38714456558228,0.611863791942596,0.0889628082513809,1.57347881793976,1.43098139762878,0.764897882938385,1.22517156600952,0,0,0.287038922309875,0,63.7826232910156,66.2538528442383,53.5739898681641,72.3427200317383,12.8763160705566,12.0937032699585,22.1572093963623,3.97525429725647
1,9.25,39.75,4.82465648651123,0.195160135626793,0.126515299081802,1.41194534301758,1.25237059593201,0.141319438815117,1.7424989938736,0,7.5775546285546e-16,0,0.677493572235107,69.0715637207031,70.4292221069336,53.2006607055664,76.4524917602539,18.569522857666,14.4807472229004,24.8573951721191,9.93835830688477
1,20.75,39.25,5.02046918869019,0.221477821469307,0.277617514133453,2.46474003791809,1.81158554553986,0.630135595798492,3.28891134262085,0,0,0.328486621379852,0,69.7293014526367,73.7093276977539,58.2431335449219,77.1470489501953,16.8378639221191,13.3118228912354,23.6861610412598,7.67803335189819
1,-6.25,37.75,4.79061269760132,0.274339914321899,0.251713901758194,1.55601406097412,1.46524035930634,0.0825740844011307,1.97539961338043,0,0.286908328533173,0,0.185407698154449,57.7640075683594,65.9759140014648,36.2206916809082,78.3530731201172,19.0065441131592,15.5631551742554,27.217960357666,9.3891134262085
1,-2.25,40.25,4.52734470367432,0.386567354202271,0.213290184736252,1.67759847640991,2.18612861633301,0.58704537153244,1.63591277599335,0,0.252090632915497,0,0.146109476685524,64.1005096435547,68.0837860107422,43.1126594543457,80.9084701538086,12.8371725082397,10.1898536682129,21.6971778869629,3.31007289886475
1,-7.25,39.25,4.84708118438721,0.267066359519958,0.334005683660507,1.86846506595612,1.71864330768585,0.143964424729347,2.15396189689636,0,0.242658361792564,0,0.150638431310654,59.8838729858398,70.5655822753906,42.1011962890625,81.1967620849609,17.6956520080566,14.239444732666,25.1504859924316,8.275954246521
1,17.25,46.75,5.10810422897339,0.329668045043945,0.100418142974377,1.84234261512756,2.31724953651428,1.94201385974884,1.88857889175415,0,5.53456948182429e-06,0,0.507596731185913,73.9247207641602,77.932991027832,65.5284881591797,88.1058959960938,11.4402503967285,10.9632511138916,20.8312320709229,0.468214929103851
1,19.75,46.75,5.22663402557373,0.546475768089294,0.111600637435913,2.04173541069031,2.3687527179718,1.47866034507751,2.17293667793274,0,1.81343796157307e-06,0,0.332334160804749,68.0916519165039,73.1079025268555,56.4834098815918,87.1947250366211,12.454797744751,11.8504981994629,22.4847354888916,0.51120400428772
1,16.25,40.25,4.88912677764893,0.276572525501251,0.142591401934624,2.73019862174988,2.85982656478882,1.88940286636353,2.93399858474731,0,1.74903695635687e-15,0,0.576514720916748,71.8322448730469,76.5967025756836,50.6890563964844,83.9854431152344,15.4802894592285,12.0431461334229,23.4631690979004,6.08451747894287
1,7.75,45.25,6.23409700393677,0.298567473888397,0.101879388093948,2.88297915458679,3.11561608314514,2.53352665901184,2.19218564033508,0,0,0.459880232810974,0,69.6074371337891,71.8369064331055,59.9904136657715,78.9330368041992,9.42930507659912,8.4785099029541,18.2834205627441,0.586623132228851
1,13.25,37.75,5.2853946685791,0.506690144538879,0.251402527093887,1.6461865901947,1.3250515460968,0.203445956110954,2.48342871665955,0,6.89650837522662e-16,0,0.232906714081764,68.1914291381836,73.5274353027344,54.1413345336914,77.5254287719727,19.8254222869873,14.8905477523804,25.8072757720947,10.7601871490479
1,-6.25,39.25,5.10216951370239,0.212853640317917,0.291357785463333,1.71483016014099,1.43858909606934,0.0773452743887901,1.86442446708679,0,0.300048738718033,0,0.187451630830765,57.2296142578125,67.2834320068359,35.8012771606445,80.0174942016602,17.800500869751,14.4012393951416,26.2474098205566,7.93911123275757
1,-7.25,40.25,4.91237163543701,0.191091358661652,0.221690073609352,2.98633074760437,2.95199847221375,0.394247651100159,3.3320255279541,0,0.499910414218903,0,0.0812338516116142,66.4775314331055,75.9961700439453,50.5836143493652,83.9622039794922,14.9192142486572,11.9917135238647,21.8663063049316,6.44161367416382
1,-3.75,36.75,5.04912900924683,0.153033554553986,0.0486918948590755,2.52554512023926,1.94620561599731,0.207566231489182,3.16308236122131,0,0.245570495724678,0,0.0690237432718277,67.9111099243164,68.8117294311523,46.1811828613281,80.8497619628906,15.963077545166,12.856632232666,23.5000133514404,7.35781240463257
1,21.75,42.25,5.41992092132568,0.365502893924713,0.273062825202942,1.66227281093597,2.14951157569885,0.821686327457428,2.05584812164307,0,0.0475934334099293,0,0.30158007144928,71.3385391235352,73.431396484375,56.3102264404297,89.7403259277344,11.340784072876,10.1125936508179,20.5437049865723,0.388289391994476
1,-4.75,41.75,5.63252019882202,0.653216660022736,0.21158854663372,0.978433132171631,1.36958241462708,0.229545921087265,1.17398405075073,0,0.0270022451877594,0,0.0781282112002373,61.5971908569336,71.6111297607422,48.031005859375,79.5959091186523,14.2176456451416,10.9520711898804,21.8350162506104,5.11063051223755
1,15.25,44.25,4.99396133422852,0.0856547355651855,0.0733405202627182,3.42977380752563,2.42289996147156,1.12290251255035,3.33297896385193,1.89315422530283e-40,0,0.470830082893372,0,74.4817047119141,77.5458908081055,67.2117691040039,78.8998641967773,14.4228553771973,12.0388631820679,21.783390045166,5.66667079925537
1,-3.25,40.25,5.73671293258667,0.396124213933945,0.188650816679001,1.04386496543884,1.2864955663681,0.112984269857407,1.24764430522919,0,0.222182229161263,0,0.161069124937057,57.5780410766602,64.3298187255859,35.8586235046387,77.0802993774414,15.1630191802979,12.1994466781616,24.3231029510498,5.24708461761475
1,-5.25,38.25,4.64462375640869,0.398318141698837,0.27024906873703,2.13706111907959,2.12322020530701,0.166758209466934,2.65634036064148,0,0.187208071351051,0,0.143187403678894,57.5613479614258,70.6439056396484,33.5259475708008,81.5478591918945,17.5285778045654,13.626540184021,26.4036903381348,7.40066957473755
1,-3.75,38.25,5.17280197143555,0.32813361287117,0.25957378745079,0.942914605140686,1.09102785587311,0.0575640089809895,1.52645838260651,0,0.25526624917984,0,0.14682824909687,54.5285568237305,63.1075210571289,30.2037029266357,76.837287902832,17.0706424713135,13.5724325180054,26.4608592987061,6.6384015083313
1,16.75,45.25,4.80601263046265,0.198484063148499,0.0707189068198204,2.91650223731995,2.91743111610413,1.37466657161713,3.09890127182007,1.24638281714601e-38,0,0.728974521160126,0,77.4372253417969,81.956169128418,66.2813339233398,89.8398666381836,11.4678993225098,10.5951681137085,20.6186866760254,0.857120752334595
1,11.75,44.75,5.53204727172852,0.690426647663116,0.106328777968884,3.27223300933838,3.02874732017517,1.29523241519928,2.93629574775696,0,0,0,0.176590263843536,72.2438354492188,77.4905090332031,60.6142578125,82.4764175415039,15.0320472717285,13.0441226959229,23.4624366760254,5.74308681488037
1,12.75,37.75,5.40655755996704,0.265532910823822,0.304550170898438,1.64080619812012,1.09573042392731,0.104171916842461,2.54462122917175,0,4.02336965352472e-15,0,0.237777009606361,69.3714065551758,73.8238983154297,62.7587928771973,73.0165252685547,20.988956451416,15.9103736877441,25.4361820220947,12.7846517562866
1,-2.75,40.25,4.54583501815796,0.496924817562103,0.27057757973671,1.00752389431,1.3339536190033,0.139221534132957,1.20924520492554,0,0.0630887374281883,0,0.1654402166605,58.8644905090332,64.074577331543,37.0137557983398,77.8530197143555,14.5789222717285,11.7667074203491,23.7525978088379,4.69424867630005
1,15.75,46.75,5.47559452056885,0.254776149988174,0.224676728248596,1.99415326118469,2.42586922645569,2.29375958442688,1.75523543357849,4.2353618926568e-29,0,0.495604038238525,0,79.2926788330078,80.353141784668,71.8921203613281,89.412841796875,9.57133388519287,9.39368057250977,18.6196117401123,-0.448970526456833
1,12.75,45.75,5.6628212928772,0.587343156337738,0.0513130314648151,1.90437376499176,2.16085577011108,1.5340564250946,1.66570591926575,0,0,0.203303009271622,0,70.3869400024414,72.1804046630859,65.1093826293945,75.5198822021484,13.2660970687866,12.2548055648804,21.4183788299561,4.4778790473938
1,14.75,47.25,4.9210147857666,0.0753194242715836,0.112473785877228,3.41512608528137,4.43697881698608,5.38534545898438,2.57943558692932,0,0,0.806459665298462,0,88.9057388305664,88.4153137207031,81.9194641113281,97.332633972168,5.88037538528442,5.53783559799194,14.4316749572754,-3.34449863433838
1,13.25,46.75,4.81601619720459,0.070255808532238,0.203794807195663,3.28891921043396,4.73502540588379,5.54117393493652,2.53744339942932,0,0,0.723239719867706,0,87.4954223632812,88.0349349975586,80.9507217407227,96.8688354492188,5.30394887924194,4.72497987747192,13.6877584457397,-3.87735605239868
1,16.25,39.75,5.29779577255249,0.281061291694641,0.101436950266361,2.30254817008972,1.86818671226501,0.834454298019409,2.90599417686462,0,0,0,0.607304811477661,70.4497528076172,73.6832962036133,55.4334526062012,77.5910110473633,17.2623538970947,13.6229286193848,24.0979442596436,8.57879066467285
1,13.25,41.25,5.24439001083374,0.159591436386108,0.0596637614071369,1.94398057460785,1.64143967628479,0.577733218669891,2.19752836227417,0,0,0,0.224045440554619,67.8447265625,72.8042831420898,55.7416343688965,73.9884033203125,18.0140724182129,14.2961263656616,24.7552833557129,9.4255313873291
1,-5.75,38.25,4.6903715133667,0.432642966508865,0.29080668091774,2.62981247901917,2.53778004646301,0.236481606960297,2.98533916473389,0,0.095160499215126,0,0.179748773574829,58.8845596313477,72.0785522460938,34.9951400756836,82.6771774291992,17.3660926818848,13.4713172912598,26.0239505767822,7.40737295150757
1,21.25,39.75,4.22435808181763,0.0864873975515366,0.0708499029278755,2.77697491645813,3.164381980896,1.81353080272675,3.67706799507141,0,0.778827309608459,0,0.0638013333082199,73.6018447875977,77.3917388916016,54.4128532409668,86.7036972045898,13.2284183502197,10.5506839752197,21.5506229400635,3.29961538314819
